,level_0,index,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,migration_classmate,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,father_educ1,mother_educ1,father_educ2,mother_educ2,father_reli,mother_reli,work_father,single_parent,work_mother,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust,female,rural,East,migration_backgrnd,low_performing,highest_educ_hh,reli_hh
62,468,468,203505,114286,20354,2007,1,4,1,1,2,4,5,1,2,2,2,2,5,4,4,1,1,3,-2,1,-2,-2,-2,-2,1,1,-2,3,2,1,1,169,1990,2,5,5,3,3,4,3,6,2,8,2,1990,1,3,5.0,2002.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17,1,2002.0,0,3,5,13,0.1646885273373897,0.4574168883523255,1,0,0,1,0,1,1
63,476,476,208703,20877,20877,2006,1,4,1,1,2,3,4,3,2,2,2,3,5,5,4,1,1,3,-2,-2,-2,-2,1,-2,-2,1,-2,3,2,1,2,168,1989,1,3,5,5,1,2,6,3,3,9,2,1989,1,1,5.0,1999.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,1999.0,0,3,3,9,-1.0263983947414919,-0.8972137116679668,1,0,0,1,0,1,1
64,477,477,208704,20877,20877,2009,1,1,1,5,2,5,5,3,2,5,2,2,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,2,180,1992,1,6,1,4,2,6,5,4,3,8,1,1992,1,1,5.0,2003.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2003.0,0,7,4,17,1.3557754494162713,1.1347321883624717,0,0,0,1,0,1,1
65,484,484,211004,21105,21105,2008,2,1,1,5,1,5,2,2,2,5,2,2,5,4,4,2,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,2,2,1,1,184,1991,3,3,3,6,3,3,2,3,3,9,1,1991,1,3,5.0,2002.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2002.0,0,5,2,10,-0.7286266642217715,-0.8972137116679668,0,0,0,1,1,1,1
66,491,491,852703,85278,21180,2018,1,2,1,1,2,5,4,4,1,5,1,4,5,5,5,1,2,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,2,175,2001,2,6,2,5,2,5,6,2,3,9,1,2001,1,1,5.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,2011.0,1,6,3,15,0.7602319883768305,1.1347321883624717,0,0,0,1,0,0,0
67,501,501,982103,98213,21350,2016,1,1,2,5,2,5,5,2,2,5,2,3,5,5,4,2,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,3,174,1999,2,3,4,7,6,1,1,5,4,6,2,1999,1,1,5.0,2009.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,4,1,8,-1.3241701252612121,-0.8972137116679668,1,0,0,1,0,1,1
68,502,502,982104,98213,21350,2018,1,4,2,4,2,4,5,4,2,5,2,4,4,4,4,2,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,1,1,180,2001,2,4,2,6,1,2,7,4,3,9,2,2001,1,1,5.0,2012.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2012.0,1,6,2,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,1,1
69,507,507,216203,21628,21628,2007,1,2,1,1,1,2,3,4,2,5,2,2,2,3,3,1,1,3,-2,1,-2,-2,-2,-2,1,1,-2,3,2,1,2,185,1990,2,5,3,3,3,6,4,6,2,8,1,1990,1,1,5.0,1999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,1999.0,0,5,5,15,0.7602319883768305,0.4574168883523255,0,0,0,1,0,0,1
70,508,508,216204,21628,21628,2013,1,5,1,5,2,4,5,4,1,5,1,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,178,1996,3,5,2,1,3,4,5,6,4,9,2,1996,1,1,5.0,2006.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2006.0,1,6,7,18,1.6535471799359915,0.4574168883523255,1,0,0,1,0,0,1
71,514,514,218703,21873,21873,2007,2,5,1,5,1,2,5,2,2,1,1,2,4,5,4,2,1,3,-2,1,-2,1,-2,-2,-2,1,-2,3,2,0,1,173,1990,2,6,1,4,5,4,4,3,3,9,2,1990,1,1,5.0,2001.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2001.0,0,7,4,17,1.3557754494162713,1.1347321883624717,1,0,0,1,0,1,1
72,515,515,604003,60402,21903,2006,1,1,1,1,2,2,3,3,2,1,5,2,5,5,5,1,2,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,3,184,1989,2,5,2,4,4,5,4,3,3,6,1,1989,1,1,5.0,2000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,0,6,4,15,0.7602319883768305,0.4574168883523255,0,0,0,1,0,0,1
73,516,516,604004,60402,21903,2011,1,5,1,2,2,4,5,2,2,2,1,1,5,4,4,1,2,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,0,1,165,1994,2,5,2,7,2,3,4,4,3,10,2,1994,1,1,5.0,2005.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,6,1,12,-0.13308320318233066,0.4574168883523255,1,0,0,1,0,0,1
74,526,526,223003,22306,22306,2008,1,1,1,1,2,3,1,2,1,5,2,2,5,5,4,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,-1,2,1,2,179,1991,3,5,1,5,4,4,4,5,4,10,1,1991,1,1,5.0,2001.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2001.0,0,7,3,15,0.7602319883768305,0.4574168883523255,0,0,0,1,0,1,1
75,527,527,223004,22306,22306,2010,1,4,1,2,2,5,5,1,1,2,2,2,4,2,4,1,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,169,1993,3,5,4,6,3,3,3,5,3,8,2,1993,1,1,5.0,2003.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2003.0,0,4,2,11,-0.4308549337020511,0.4574168883523255,1,0,0,1,0,1,1
76,528,528,977603,97764,22330,2012,2,4,1,1,2,5,5,1,2,5,5,2,5,2,3,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,1,1,166,1995,3,5,2,1,2,2,2,5,3,9,2,1995,1,1,5.0,2006.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,6,7,18,1.6535471799359915,0.4574168883523255,1,0,0,1,0,1,1
77,529,529,977604,97764,22330,2015,2,1,1,5,1,5,2,2,5,2,2,2,5,5,4,2,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,1,183,1998,3,4,2,4,3,4,4,7,4,9,1,1998,1,1,5.0,2008.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,6,4,14,0.4624602578571101,-0.21989841165782062,0,0,0,1,0,1,1
78,544,544,829903,82996,23469,2009,1,4,1,1,5,1,2,5,2,-1,2,2,5,2,4,2,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,1,1,168,1992,1,2,4,6,2,4,2,5,3,7,2,1992,1,1,6.0,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2003.0,0,4,2,8,-1.3241701252612121,-1.574529011678113,1,0,0,1,0,1,0
79,567,567,245704,24570,24570,2006,2,5,2,4,1,1,5,2,3,1,2,2,5,4,4,2,1,3,-2,1,-2,-2,1,1,1,-2,-2,3,2,1,1,162,1989,3,4,2,6,4,2,3,5,4,8,2,1989,1,1,6.0,2000.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2000.0,0,6,2,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,1,1
80,568,568,245705,24570,24570,2007,1,1,1,5,2,5,4,4,1,5,2,2,3,2,4,2,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,0,3,188,1990,3,4,2,3,3,6,5,4,2,9,1,1990,1,1,6.0,-2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2000.0,0,6,5,15,0.7602319883768305,-0.21989841165782062,0,0,0,1,0,1,1
81,572,572,926303,92630,24600,2016,1,4,1,2,1,2,5,1,1,5,1,1,2,2,2,1,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,171,1999,1,6,2,4,2,4,6,5,2,7,2,1999,1,1,15.0,2010.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2010.0,1,6,4,16,1.0580037188965508,1.1347321883624717,1,0,1,1,0,1,1
82,573,573,246203,24627,24627,2006,2,1,1,4,4,4,4,5,2,1,1,2,2,4,4,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,188,1989,3,-1,3,5,3,6,4,4,3,9,1,1989,1,1,6.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2000.0,0,5,3,7,-1.6219418557809326,-3.6064749117085517,0,0,0,1,0,1,1
83,574,574,246204,24627,24627,2008,2,1,1,5,2,4,4,4,2,5,2,2,3,4,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,193,1991,3,4,2,5,3,7,5,5,3,7,1,1991,1,1,6.0,2001.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2001.0,0,6,3,13,0.1646885273373897,-0.21989841165782062,0,0,0,1,0,1,1
84,599,599,942003,94200,25399,2013,1,5,1,5,2,5,5,3,2,5,2,2,5,5,5,2,1,3,-2,-2,-2,1,-2,-2,-2,-2,-2,3,2,1,2,167,1996,3,6,3,4,2,3,3,5,3,9,2,1996,1,1,6.0,2006.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,5,4,15,0.7602319883768305,1.1347321883624717,1,0,0,1,0,0,1
85,603,603,850303,85030,25976,2010,2,1,1,2,2,5,3,2,2,5,2,5,5,3,4,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,3,182,1993,1,5,2,5,3,3,5,4,3,7,1,1993,1,1,9.0,2003.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17,1,2003.0,1,6,3,14,0.4624602578571101,0.4574168883523255,0,0,0,1,0,1,1
86,604,604,850304,85030,25976,2012,2,4,2,1,2,4,5,3,2,5,2,2,4,4,3,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,1,2,179,1995,1,4,4,6,2,2,4,4,4,8,2,1995,1,1,9.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17,1,2005.0,1,4,2,10,-0.7286266642217715,-0.21989841165782062,1,0,0,1,0,1,1
87,605,605,850305,85030,25976,2015,2,5,1,1,2,2,5,4,2,5,2,2,5,4,4,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,-1,2,0,1,170,1998,1,6,1,7,1,1,2,4,3,9,2,1998,1,1,9.0,2008.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17,1,2008.0,1,7,1,14,0.4624602578571101,1.1347321883624717,1,0,0,1,0,1,1
88,606,606,928003,143758,25984,2013,2,2,1,5,2,4,2,5,4,2,2,1,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,186,1996,3,4,4,6,3,5,2,5,4,7,1,1996,1,1,6.0,2007.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,4,2,10,-0.7286266642217715,-0.21989841165782062,0,0,0,1,0,0,1
89,700,700,298903,29890,29890,2006,2,1,1,1,1,2,1,2,4,1,3,4,5,3,4,1,1,3,-2,-2,-2,-2,-2,1,1,-2,-2,3,2,1,1,186,1989,2,4,4,6,5,6,3,4,3,9,1,1989,1,1,10.0,1999.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,1999.0,0,4,2,10,-0.7286266642217715,-0.21989841165782062,0,0,0,1,0,0,1
90,708,708,975203,97527,30260,2016,1,1,1,5,2,5,5,4,2,5,2,2,5,4,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,187,1999,1,5,2,2,2,5,6,1,2,6,1,1999,1,1,8.0,2010.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2010.0,1,6,6,17,1.3557754494162713,0.4574168883523255,0,0,0,1,0,1,1
91,713,713,303607,107751,30368,2010,1,1,1,1,4,1,4,4,2,5,2,2,4,4,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,182,1993,1,4,3,6,3,3,3,5,3,7,1,1993,1,1,8.0,2002.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2002.0,0,5,2,11,-0.4308549337020511,-0.21989841165782062,0,0,0,1,0,0,1
92,722,722,1014104,101419,30929,2018,2,5,2,2,2,5,5,2,4,-1,-1,1,5,4,4,1,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,0,3,165,2001,2,3,3,6,3,5,3,1,3,6,2,2001,1,1,14.0,2012.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17,1,2012.0,1,5,2,10,-0.7286266642217715,-0.8972137116679668,1,0,1,1,0,1,1
93,730,730,312104,31216,31216,2010,1,2,1,4,2,2,5,2,1,5,2,5,4,5,5,1,1,3,-2,-2,-2,-2,1,1,-2,1,-2,3,2,1,3,165,1993,2,3,4,6,6,5,6,3,4,4,2,1993,1,3,8.0,2003.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2003.0,0,4,2,9,-1.0263983947414919,-0.8972137116679668,1,0,0,1,0,0,1
94,739,739,613704,61379,31917,2016,1,1,2,5,1,5,5,4,4,5,5,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,1,190,1999,3,2,3,6,6,6,5,5,4,8,1,1999,1,1,8.0,2009.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,5,2,9,-1.0263983947414919,-1.574529011678113,0,0,0,1,0,1,1
95,741,741,975703,97578,31925,2012,2,-1,1,2,4,4,3,2,4,3,3,4,5,4,3,1,2,3,-2,-2,-2,1,-2,-2,-2,1,-2,3,2,1,2,171,1995,3,3,3,2,2,1,5,6,3,9,2,1995,1,1,8.0,2006.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,5,6,14,0.4624602578571101,-0.8972137116679668,1,0,0,1,0,0,1
96,742,742,975704,97578,31925,2014,2,5,1,4,3,4,3,2,3,2,3,4,5,4,4,2,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,1,170,1997,2,5,4,3,2,1,2,6,3,9,2,1997,1,1,8.0,2007.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,4,5,14,0.4624602578571101,0.4574168883523255,1,0,0,1,0,0,1
97,766,766,919202,91928,32972,2015,1,5,1,2,2,4,4,1,4,-1,2,3,2,2,3,1,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,176,1998,1,7,1,5,2,3,6,3,3,4,2,1998,1,1,8.0,2008.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2008.0,1,7,3,17,1.3557754494162713,1.8120474883726179,1,0,0,1,0,0,1
98,770,770,331306,33138,33138,2017,2,1,1,4,2,3,5,1,2,5,2,2,5,5,5,2,1,3,-2,1,-2,-2,1,1,-2,1,-2,3,2,1,2,169,2000,1,4,3,5,4,4,6,6,2,7,2,2000,1,1,11.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,17,1,2012.0,1,5,3,12,-0.13308320318233066,-0.21989841165782062,1,0,1,1,0,1,1
99,772,772,881304,88137,33197,2018,4,1,1,5,1,5,5,4,2,2,2,2,5,5,4,2,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,1,162,2001,3,7,1,6,2,3,4,4,3,10,2,2001,1,1,8.0,2011.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2011.0,1,7,2,16,1.0580037188965508,1.8120474883726179,1,0,0,1,0,1,1
100,778,778,611204,130834,33588,2008,2,3,1,1,5,1,5,5,2,5,1,1,5,2,3,2,1,3,-2,1,-2,-2,-2,1,1,-2,-2,3,2,1,1,177,1991,3,7,3,7,5,1,6,5,2,8,1,1991,1,1,6.0,2002.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,17,1,2002.0,0,5,1,13,0.1646885273373897,1.8120474883726179,0,0,0,1,0,1,1
101,779,779,611205,130834,33588,2008,2,5,2,1,1,2,5,5,1,1,2,1,5,2,4,2,1,3,-2,-2,-2,-2,1,1,1,1,-2,3,2,1,2,163,1991,3,4,5,6,2,1,6,5,3,10,2,1991,1,1,6.0,2002.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,17,1,2002.0,0,3,2,9,-1.0263983947414919,-0.21989841165782062,1,0,0,1,0,1,1
102,781,781,335904,33596,33596,2008,1,5,1,1,2,2,5,1,2,5,1,2,5,4,3,1,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,2,159,1991,3,4,4,6,4,4,3,6,2,8,2,1991,1,3,8.0,2001.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2001.0,0,4,2,10,-0.7286266642217715,-0.21989841165782062,1,0,0,1,0,1,1
103,801,801,346403,34649,34649,2012,3,3,1,2,2,4,5,2,1,-1,2,2,5,5,4,1,1,3,-2,1,-2,-2,1,-2,-2,-2,-2,3,2,0,1,178,1995,2,3,2,6,2,3,2,6,1,8,1,1995,1,1,14.0,2005.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,6,2,11,-0.4308549337020511,-0.8972137116679668,0,0,1,1,0,1,1
104,802,802,346404,34649,34649,2014,3,2,3,2,2,5,3,3,1,5,3,3,5,5,4,1,2,3,-2,1,-2,1,-2,-2,-2,-2,-2,3,2,1,1,182,1997,2,4,3,5,2,6,6,4,3,7,1,1997,1,1,14.0,2007.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17,1,2007.0,1,5,3,12,-0.13308320318233066,-0.21989841165782062,0,0,1,1,0,1,1
105,803,803,346405,34649,34649,2017,2,4,2,1,1,3,3,3,4,-1,3,2,5,2,4,1,1,3,-2,1,1,-2,-2,1,-2,-2,-2,3,2,1,1,180,2000,1,5,2,2,5,4,3,6,2,8,1,2000,1,1,14.0,2009.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,6,6,17,1.3557754494162713,0.4574168883523255,0,0,1,1,0,1,1
106,818,818,949603,94960,35360,2012,2,5,1,2,2,4,5,2,2,4,2,2,3,3,3,1,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,1,170,1995,3,2,5,6,1,5,5,2,4,8,2,1995,1,3,8.0,2005.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17,1,2005.0,1,3,2,7,-1.6219418557809326,-1.574529011678113,1,0,0,1,0,1,1
107,853,853,826203,82627,36293,2010,2,5,1,3,2,3,5,1,3,2,2,2,4,2,4,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,1,170,1993,2,5,2,2,3,3,2,4,3,8,2,1993,1,1,8.0,2005.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1,2005.0,1,6,6,17,1.3557754494162713,0.4574168883523255,1,0,0,1,0,1,0
108,873,873,822003,82201,37249,2013,1,2,2,5,2,5,5,3,2,5,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,2,2,1,2,186,1996,3,6,2,7,2,3,6,5,3,7,1,1996,1,1,9.0,2006.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,6,1,13,0.1646885273373897,1.1347321883624717,0,0,0,1,1,0,1
109,881,881,1177303,117730,37605,2018,1,1,1,5,2,5,2,4,4,5,1,5,2,3,4,2,1,3,-2,1,-2,-2,-2,1,1,1,-2,3,2,1,3,190,2001,1,3,4,4,5,6,3,4,2,6,1,2001,1,1,9.0,2012.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2012.0,1,4,4,11,-0.4308549337020511,-0.8972137116679668,0,0,0,1,0,1,1
110,882,882,376204,37621,37621,2008,1,2,1,2,2,4,5,2,1,5,1,2,5,5,5,2,1,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,1,2,167,1991,2,6,2,4,6,6,4,5,3,7,2,1991,1,3,9.0,2001.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2001.0,0,6,4,16,1.0580037188965508,1.1347321883624717,1,0,0,1,0,1,1
111,889,889,707103,70718,37869,2008,2,5,1,1,2,5,5,1,4,2,2,4,3,2,4,1,1,3,-2,1,-2,1,-2,1,1,1,-2,3,2,1,1,164,1991,1,6,1,5,1,3,6,6,1,9,2,1991,1,1,9.0,2001.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2001.0,0,7,3,16,1.0580037188965508,1.1347321883624717,1,0,0,1,0,1,1
112,897,897,832803,83283,38733,2008,2,5,1,2,2,2,5,1,2,5,2,2,4,5,3,1,1,3,-2,-2,-2,-2,1,-2,-2,-2,-2,3,2,1,2,173,1991,3,7,1,2,4,6,2,7,1,9,2,1991,1,1,9.0,2002.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2002.0,0,7,6,20,2.2490906409754325,1.8120474883726179,1,0,0,1,0,1,1
113,898,898,832804,83283,38733,2012,2,5,1,5,2,5,5,1,2,5,1,1,5,4,4,1,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,1,166,1995,3,7,1,3,5,2,3,6,3,8,2,1995,1,1,9.0,2005.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,7,5,19,1.951318910455712,1.8120474883726179,1,0,0,1,0,1,1
114,899,899,832805,83283,38733,2014,2,2,1,4,1,5,5,3,2,5,2,1,2,5,4,2,1,3,-2,-2,-2,-2,1,-2,-2,-2,-2,3,2,1,1,188,1997,3,6,3,4,2,5,2,5,2,9,1,1997,1,1,9.0,2008.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,5,4,15,0.7602319883768305,1.1347321883624717,0,0,0,1,0,1,1
115,902,902,803805,80381,38849,2015,2,4,1,4,2,3,5,1,2,2,2,2,4,4,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,0,2,168,1998,1,4,4,4,2,2,3,3,3,5,2,1998,1,1,9.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,4,4,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,0,1
116,953,953,889403,88943,40266,2016,1,1,2,4,1,2,3,4,2,5,1,2,4,4,4,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,2,172,1999,1,6,2,4,3,3,4,4,3,9,1,1999,1,1,9.0,2010.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2010.0,1,6,4,16,1.0580037188965508,1.1347321883624717,0,0,0,1,0,1,1
117,960,960,918403,91847,40673,2013,2,3,1,2,1,2,5,4,2,2,2,1,5,5,5,2,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,2,165,1996,2,3,2,4,1,3,3,3,4,6,2,1996,1,1,9.0,2006.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17,1,2006.0,1,6,4,13,0.1646885273373897,-0.8972137116679668,1,0,0,1,0,0,1
118,963,963,800303,80039,41025,2007,1,3,1,2,1,2,4,2,5,2,2,2,5,5,3,2,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,1,170,1990,3,1,2,7,1,2,2,7,2,8,2,1990,1,1,9.0,2001.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2001.0,0,6,1,8,-1.3241701252612121,-2.2518443116882594,1,0,0,1,0,0,1
119,981,981,414504,41459,41459,2010,1,4,1,4,3,4,5,2,2,5,1,1,5,4,4,2,2,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,0,3,167,1993,3,4,4,7,3,2,5,3,3,6,2,1993,1,1,9.0,2003.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2003.0,1,4,1,9,-1.0263983947414919,-0.21989841165782062,1,0,0,1,0,0,1
120,990,990,858704,85871,41602,2017,1,4,1,2,2,2,4,3,2,-1,1,2,3,3,3,1,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,1,166,2000,2,5,1,3,2,7,5,5,3,9,2,2000,1,1,9.0,-2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2010.0,1,7,5,17,1.3557754494162713,0.4574168883523255,1,0,0,1,0,1,1
121,1028,1028,1088104,108812,42722,2014,1,5,2,5,2,4,5,2,2,1,2,2,5,5,5,2,2,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,1,1,161,1997,3,6,2,7,6,5,4,2,4,9,2,1997,1,1,12.0,2008.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17,1,2008.0,1,6,1,13,0.1646885273373897,1.1347321883624717,1,0,1,1,0,1,0
122,1030,1030,850104,85014,42765,2010,4,5,1,4,2,2,5,4,1,5,2,3,5,5,5,2,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,0,1,180,1993,2,1,1,1,2,3,5,5,4,7,2,1993,1,1,9.0,2004.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2004.0,1,7,7,15,0.7602319883768305,-2.2518443116882594,1,0,0,1,0,0,1
123,1031,1031,850105,85014,42765,2014,1,5,1,4,2,5,5,4,2,5,2,3,4,4,4,2,1,3,-2,-2,-2,-2,1,-2,1,1,-2,3,2,1,3,180,1997,3,4,4,5,4,5,3,4,3,8,2,1997,1,1,9.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,4,3,11,-0.4308549337020511,-0.21989841165782062,1,0,0,1,0,0,1
