,level_0,index,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,migration_classmate,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,father_educ1,mother_educ1,father_educ2,mother_educ2,father_reli,mother_reli,work_father,single_parent,work_mother,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust,female,rural,East,migration_backgrnd,low_performing,highest_educ_hh,reli_hh
808,6260,6260,20273903,2027391,2027391,2011,1,4,1,3,1,5,1,1,2,1,2,3,5,5,5,1,1,3,-2,-2,-2,-2,1,-2,1,-2,-2,3,2,1,1,168,1994,2,5,2,5,2,5,5,3,4,8,2,1994,13,1,5.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2004.0,0,6,3,14,0.4624602578571101,0.4574168883523255,1,0,0,1,0,1,0
809,6270,6270,20275803,2027588,2027588,2017,1,1,1,2,2,2,5,3,1,2,2,2,5,2,5,1,1,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,1,2,165,2000,1,5,4,5,3,5,6,3,2,9,2,2000,13,1,9.0,-2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17,1,2010.0,1,4,3,12,-0.13308320318233066,0.4574168883523255,1,0,0,1,0,1,1
810,6276,6276,20278002,2027804,2027804,2017,1,4,1,5,2,4,4,1,2,5,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,168,2000,3,4,3,6,6,6,3,6,2,9,2,2000,13,1,9.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1,2010.0,1,5,2,11,-0.4308549337020511,-0.21989841165782062,1,0,0,1,0,0,1
811,6279,6279,20278402,2027847,2027847,2015,2,4,1,4,2,5,4,2,2,-1,2,2,5,3,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,173,1998,3,3,4,4,4,5,5,5,2,8,2,1998,13,1,12.0,2010.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2010.0,1,4,4,11,-0.4308549337020511,-0.8972137116679668,1,0,1,1,0,1,0
812,6288,6288,20282003,2028207,2028207,2016,1,1,1,2,3,4,5,4,1,2,2,3,5,5,5,1,2,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,2,165,1999,3,4,4,6,2,3,7,4,4,7,2,1999,13,1,5.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1,2009.0,1,4,2,10,-0.7286266642217715,-0.21989841165782062,1,0,0,1,0,0,0
813,6298,6298,20284202,2028428,2028428,2011,1,5,2,5,2,5,5,3,2,5,2,2,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,1,172,1994,3,4,3,5,2,3,4,5,3,8,2,1994,13,3,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2004.0,1,5,3,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,1,0
814,6307,6307,20287202,2028720,2028720,2011,1,1,2,5,3,5,4,2,2,5,2,2,5,5,3,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,190,1994,3,5,2,5,3,4,5,6,2,7,1,1994,13,1,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2004.0,0,6,3,14,0.4624602578571101,0.4574168883523255,0,0,0,1,0,0,1
815,6309,6309,20287902,2028797,2028797,2013,1,1,1,5,2,5,5,1,2,5,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,3,178,1996,3,3,2,2,4,5,3,7,2,8,1,1996,13,3,5.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,17,1,2006.0,1,6,6,15,0.7602319883768305,-0.8972137116679668,0,0,0,1,0,1,1
816,6313,6313,20288602,2028860,2028860,2015,4,1,1,4,2,5,1,3,2,2,1,2,5,5,5,2,2,3,-2,1,-2,-2,-2,-2,-2,1,-2,1,2,1,2,184,1998,1,3,5,6,3,5,5,3,2,9,1,1998,13,1,15.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1,2008.0,1,3,2,8,-1.3241701252612121,-0.8972137116679668,0,0,1,1,1,0,1
817,6321,6321,20290502,2029050,2029050,2016,1,2,1,5,2,5,5,3,1,5,1,2,5,5,5,2,2,3,-2,-2,-2,-2,-2,1,-2,-2,-2,2,2,1,2,173,1999,2,5,2,7,2,6,6,2,4,6,2,1999,13,1,8.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2009.0,1,6,1,12,-0.13308320318233066,0.4574168883523255,1,0,0,1,1,0,1
818,6322,6322,20291602,2029165,2029165,2016,1,1,1,4,1,5,5,4,2,2,2,2,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,1,194,1999,1,4,5,5,5,5,2,6,3,9,1,1999,13,1,5.0,2010.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,17,1,2010.0,1,3,3,10,-0.7286266642217715,-0.21989841165782062,0,0,0,1,0,1,1
819,6325,6325,20292302,2029238,2029238,2013,2,3,1,1,1,4,5,1,1,5,1,5,5,4,2,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,1,160,1996,3,4,4,6,4,2,4,5,3,7,2,1996,13,1,8.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,17,1,2006.0,1,4,2,10,-0.7286266642217715,-0.21989841165782062,1,0,0,1,0,0,1
820,6336,6336,20294603,2029467,2029467,2012,4,5,2,1,1,2,5,4,4,1,2,2,2,3,4,1,1,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,1,1,168,1995,3,6,2,6,5,1,2,5,3,8,2,1995,13,1,8.0,-2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,6,2,14,0.4624602578571101,1.1347321883624717,1,0,0,1,0,1,1
821,6337,6337,20294605,2029467,2029467,2018,1,3,1,2,1,5,5,1,1,5,1,2,5,3,3,1,1,3,-2,1,-2,-2,-2,-2,1,1,-2,3,2,1,1,185,2001,3,5,1,3,6,1,1,4,1,10,1,2001,13,1,8.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2011.0,1,7,5,17,1.3557754494162713,0.4574168883523255,0,0,0,1,0,1,1
822,6346,6346,20296803,2029688,2029688,2017,1,5,1,5,2,4,5,3,2,-1,2,2,5,4,5,2,1,3,-2,-2,-2,1,1,1,1,-2,-2,3,2,1,2,164,2000,3,7,2,6,1,2,7,5,2,9,2,2000,13,1,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2010.0,1,6,2,15,0.7602319883768305,1.8120474883726179,1,0,0,1,0,1,1
823,6353,6353,20297502,2029750,2029750,2013,1,3,1,4,5,5,5,2,2,5,1,2,5,5,5,2,2,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,2,163,1996,2,4,2,6,3,7,4,5,1,8,2,1996,13,1,8.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,6,2,12,-0.13308320318233066,-0.21989841165782062,1,0,0,1,0,0,1
824,6358,6358,20298602,2029866,2029866,2014,2,2,1,3,2,2,2,1,2,3,3,5,5,2,3,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,165,1997,3,5,2,7,5,2,4,5,4,-1,2,1997,13,1,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,17,1,2007.0,0,6,1,12,-0.13308320318233066,0.4574168883523255,1,0,0,1,1,0,1
825,6392,6392,20306302,2030635,2030635,2011,1,2,1,1,2,2,4,1,4,5,1,1,5,5,5,1,1,3,-2,-2,-2,1,1,1,-2,-2,-2,3,2,1,2,175,1994,2,6,2,3,4,3,3,4,3,7,2,1994,13,3,9.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,17,1,2004.0,1,6,5,17,1.3557754494162713,1.1347321883624717,1,0,0,1,0,0,0
826,6398,6398,20308502,2030856,2030856,2016,1,2,2,5,4,5,5,4,1,5,2,2,5,5,4,2,1,3,-2,-2,-2,1,-2,-2,-2,-2,-2,3,2,0,3,170,1999,3,2,6,6,5,5,6,2,3,5,2,1999,13,1,15.0,2010.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17,1,2010.0,1,2,2,6,-1.919713586300653,-1.574529011678113,1,0,1,1,0,0,1
827,6403,6403,20309802,2030988,2030988,2013,4,5,1,5,2,4,5,3,3,2,1,2,5,5,5,2,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,2,165,1996,2,5,3,5,4,5,4,3,3,8,2,1996,13,1,8.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2006.0,1,5,3,13,0.1646885273373897,0.4574168883523255,1,0,0,1,0,0,1
828,6437,6437,20315203,2031526,2031526,2017,1,1,1,5,2,5,5,3,2,-1,4,4,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,2,2,1,2,180,2000,3,5,3,5,4,7,3,4,2,8,1,2000,13,1,3.0,2010.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2010.0,1,5,3,13,0.1646885273373897,0.4574168883523255,0,0,0,1,1,0,1
829,6450,6450,20317602,2031763,2031763,2012,1,2,1,5,1,5,5,3,5,2,2,2,5,4,4,2,1,3,-2,1,-2,-2,-2,-2,1,1,-2,3,2,0,3,181,1995,3,4,2,3,4,5,1,2,3,5,1,1995,13,1,9.0,-2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1,2005.0,1,6,5,15,0.7602319883768305,-0.21989841165782062,0,0,0,1,0,1,0
830,6460,6460,20318802,2031887,2031887,2014,1,4,1,2,4,4,5,2,2,2,2,2,5,5,5,1,2,3,-2,-2,-2,-2,1,1,-2,1,-2,3,2,1,2,160,1997,1,5,2,3,4,2,2,5,4,9,2,1997,13,1,5.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2007.0,1,6,5,16,1.0580037188965508,0.4574168883523255,1,0,0,1,0,1,0
831,6466,6466,20320602,2032069,2032069,2016,1,5,1,5,1,4,5,1,2,5,1,1,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,1,-2,-2,3,2,1,1,169,1999,3,4,4,6,1,1,5,4,4,9,2,1999,13,1,9.0,2010.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2010.0,1,4,2,10,-0.7286266642217715,-0.21989841165782062,1,0,0,1,0,1,1
832,6470,6470,20322102,2032212,2032212,2012,1,2,1,2,2,2,5,3,4,5,2,2,5,5,5,1,2,3,-2,-2,-2,-2,1,-2,-2,-2,-2,3,2,0,2,160,1995,2,5,4,6,1,2,2,6,4,7,2,1995,13,1,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2005.0,0,4,2,11,-0.4308549337020511,0.4574168883523255,1,0,0,1,0,0,1
833,6481,6481,20326203,2032620,2032620,2015,3,2,1,1,1,4,3,3,2,-1,2,2,5,2,3,1,1,3,-2,1,-2,-2,1,1,-2,1,-2,3,2,1,1,173,1998,1,5,2,6,2,1,5,3,3,8,1,1998,14,1,14.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,6,2,13,0.1646885273373897,0.4574168883523255,0,0,1,1,0,1,1
834,6487,6487,20327403,2032743,2032743,2016,1,1,1,1,1,2,4,1,2,5,2,1,5,2,5,1,1,3,-2,-2,-2,-2,-2,1,1,1,-2,3,2,0,1,170,1999,3,5,2,4,5,3,4,4,2,8,1,1999,14,1,14.0,-2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,17,1,2009.0,1,6,4,15,0.7602319883768305,0.4574168883523255,0,0,1,1,0,1,0
835,6488,6488,20327502,2032751,2032751,2011,1,1,1,2,5,5,5,2,1,1,2,3,5,5,5,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,0,1,172,1994,2,6,2,4,4,6,4,7,4,8,1,1994,14,1,14.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2004.0,1,6,4,16,1.0580037188965508,1.1347321883624717,0,0,1,1,0,0,0
836,6489,6489,20327902,2032794,2032794,2017,1,4,1,1,3,3,4,3,1,3,2,4,5,5,2,1,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,3,180,2000,2,2,7,7,7,6,1,6,1,6,2,2000,14,1,12.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17,1,2011.0,1,1,1,4,-2.5152570473400937,-1.574529011678113,1,0,1,1,0,0,0
837,6490,6490,20328302,2032832,2032832,2015,2,2,1,3,2,4,3,2,2,4,2,2,5,3,4,2,1,3,-2,-2,-2,-2,-2,-2,1,-2,-2,3,2,1,1,178,1998,1,6,1,7,2,6,6,6,1,8,1,1998,14,1,14.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2008.0,1,7,1,14,0.4624602578571101,1.1347321883624717,0,0,1,1,0,1,1
838,6497,6497,20329203,2032921,2032921,2017,1,1,1,4,2,4,5,4,3,2,2,5,5,5,4,1,1,3,-2,-2,-2,-2,-2,1,-2,1,-2,3,2,1,1,175,2000,1,5,1,6,1,5,7,4,2,9,1,2000,14,1,14.0,-2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2010.0,1,7,2,14,0.4624602578571101,0.4574168883523255,0,0,1,1,0,1,1
839,6504,6504,20330503,2033057,2033057,2014,2,3,2,1,2,4,5,1,3,5,2,2,5,4,5,1,1,3,-2,1,-2,1,1,1,-2,1,-2,3,2,0,1,157,1997,2,6,2,4,2,1,6,6,2,9,2,1997,14,1,15.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2007.0,1,6,4,16,1.0580037188965508,1.1347321883624717,1,0,1,1,0,0,0
840,6505,6505,20330504,2033057,2033057,2015,2,5,1,1,2,4,5,1,2,5,1,1,4,3,5,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,0,1,156,1998,3,5,2,6,2,5,4,7,3,8,2,1998,14,1,15.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2008.0,1,6,2,13,0.1646885273373897,0.4574168883523255,1,0,1,1,0,0,0
841,6506,6506,20330603,2033065,2033065,2018,2,1,1,2,2,5,5,2,1,-1,2,2,5,4,3,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,2,185,2001,3,5,2,3,2,2,7,2,3,10,1,2001,14,1,15.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2011.0,1,6,5,16,1.0580037188965508,0.4574168883523255,0,0,1,1,0,0,1
842,6518,6518,20332503,2033251,2033251,2018,1,1,1,5,2,5,5,2,4,5,1,5,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,1,1,-2,3,2,0,1,185,2001,3,5,2,7,1,6,4,4,3,8,1,2001,14,1,16.0,2012.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1,2012.0,1,6,1,12,-0.13308320318233066,0.4574168883523255,0,0,1,1,0,1,0
843,6523,6523,20333003,2033308,2033308,2016,2,5,2,2,2,4,5,2,4,-1,3,1,5,4,3,1,1,3,-2,1,-2,-2,1,-2,1,-2,-2,3,2,1,2,163,1999,1,7,1,3,1,5,6,2,2,8,2,1999,14,1,16.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,7,5,19,1.951318910455712,1.8120474883726179,1,0,1,1,0,0,1
844,6527,6527,20333803,2033383,2033383,2018,1,5,1,1,3,4,5,2,4,5,2,2,5,2,2,1,2,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,1,173,2001,3,5,2,5,4,4,2,6,3,7,2,2001,14,1,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,1,2011.0,1,6,3,14,0.4624602578571101,0.4574168883523255,1,0,1,1,0,0,0
845,6544,6544,20337203,2033723,2033723,2016,1,2,1,1,1,3,4,2,2,5,2,5,5,4,3,1,1,3,-2,1,1,-2,-2,1,-2,1,-2,3,2,1,2,178,1999,1,5,2,3,4,3,3,5,2,9,1,1999,14,1,11.0,2011.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17,1,2011.0,1,6,5,16,1.0580037188965508,0.4574168883523255,0,0,1,1,0,0,1
846,6548,6548,20337704,2033774,2033774,2013,1,2,1,2,2,5,5,3,2,-1,2,2,1,2,2,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,180,1996,1,4,3,6,2,2,1,4,3,7,1,1996,14,1,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,1,2008.0,1,5,2,11,-0.4308549337020511,-0.21989841165782062,0,0,1,1,0,0,0
847,6558,6558,20338403,2033847,2033847,2018,1,5,2,2,4,4,3,4,3,-1,2,3,5,5,2,1,1,3,-2,1,-2,-2,-2,1,-2,1,-2,3,2,1,2,168,2001,1,7,5,5,1,2,6,2,3,8,2,2001,14,1,11.0,2013.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2013.0,1,3,3,13,0.1646885273373897,1.8120474883726179,1,0,1,1,0,1,0
848,6563,6563,20339402,2033944,2033944,2011,1,5,1,1,1,5,5,4,2,2,2,3,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,2,182,1994,1,6,2,6,4,7,6,4,2,7,1,1994,14,1,11.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17,1,2006.0,1,6,2,14,0.4624602578571101,1.1347321883624717,0,0,1,1,0,1,0
849,6566,6566,20339803,2033987,2033987,2012,2,4,1,5,2,2,5,2,2,2,2,2,3,4,5,2,1,3,-2,1,1,1,1,-2,1,1,-2,3,2,1,1,169,1995,1,3,5,7,2,6,3,4,4,5,2,1995,14,1,5.0,-2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,3,1,7,-1.6219418557809326,-0.8972137116679668,1,0,0,1,0,1,1
850,6567,6567,20339902,2033995,2033995,2011,1,1,1,5,2,5,4,1,2,-1,2,2,5,5,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,181,1994,1,3,4,7,4,3,4,6,2,8,1,1994,14,1,11.0,-2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1,2006.0,1,4,1,8,-1.3241701252612121,-0.8972137116679668,0,0,1,1,0,1,0
851,6568,6568,20339903,2033995,2033995,2014,1,4,1,4,2,4,5,3,1,5,2,1,5,5,5,2,1,3,-2,-2,-2,-2,1,1,-2,-2,-2,3,2,1,2,171,1997,1,6,2,6,3,7,3,4,3,8,2,1997,14,1,11.0,-2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17,1,2009.0,1,6,2,14,0.4624602578571101,1.1347321883624717,1,0,1,1,0,1,0
852,6571,6571,20340802,2034088,2034088,2011,1,1,1,4,1,3,2,1,2,1,1,2,4,2,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,185,1994,2,4,3,1,2,3,4,7,2,9,1,1994,14,1,12.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2006.0,1,5,7,16,1.0580037188965508,-0.21989841165782062,0,0,1,1,1,1,0
853,6575,6575,20341702,2034177,2034177,2013,1,1,1,4,2,2,5,4,2,2,2,1,4,4,5,2,1,3,-2,-2,-2,-2,1,-2,-2,-2,-2,3,2,0,1,180,1996,3,6,2,2,2,3,6,4,3,8,1,1996,14,1,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2008.0,1,6,6,18,1.6535471799359915,1.1347321883624717,0,0,1,1,0,0,0
854,6583,6583,20343403,2034347,2034347,2013,2,4,1,2,2,4,5,2,4,2,3,3,5,2,4,1,1,3,-2,1,-2,1,1,1,1,1,-2,3,2,0,2,172,1996,2,4,1,5,2,1,3,6,3,8,2,1996,14,1,13.0,-2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,7,3,14,0.4624602578571101,-0.21989841165782062,1,0,1,1,0,1,1
855,6590,6590,20345003,2034509,2034509,2015,1,2,1,2,3,4,5,2,2,5,1,3,5,5,5,1,2,3,-2,-2,-2,-2,-2,-2,-2,1,-2,3,2,1,1,175,1998,3,4,3,7,2,4,4,6,2,7,2,1998,14,1,3.0,-2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2008.0,1,5,1,10,-0.7286266642217715,-0.21989841165782062,1,0,0,1,0,1,1
856,6596,6596,20346005,2034606,2034606,2016,1,1,1,5,2,5,4,3,2,2,3,3,5,4,5,2,1,3,-2,1,-2,-2,-2,-2,-2,-2,-2,2,2,1,1,185,1999,2,5,2,4,5,5,3,5,2,8,1,1999,14,1,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17,1,2009.0,1,6,4,15,0.7602319883768305,0.4574168883523255,0,0,0,1,1,1,1
857,6602,6602,20346902,2034690,2034690,2013,2,5,1,5,1,4,5,1,2,2,2,2,5,5,4,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,2,2,1,1,185,1996,1,5,3,6,4,4,4,3,3,8,1,1996,14,1,2.0,-2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,17,1,2006.0,1,5,2,12,-0.13308320318233066,0.4574168883523255,0,0,0,1,1,1,1
858,6604,6604,20347602,2034762,2034762,2011,4,4,1,2,2,2,4,2,2,5,1,1,5,2,2,1,1,3,-2,1,-2,-2,1,1,-2,-2,-2,3,2,1,2,184,1994,1,6,2,3,3,5,3,5,3,9,1,1994,14,1,2.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,17,1,2004.0,1,6,5,17,1.3557754494162713,1.1347321883624717,0,0,0,1,0,1,1
859,6605,6605,20347603,2034762,2034762,2013,2,5,1,2,2,2,5,2,1,1,3,1,5,2,3,1,1,3,-2,-2,1,-2,-2,-2,-2,-2,-2,3,2,1,2,173,1996,1,6,3,3,2,2,2,7,3,9,2,1996,14,1,3.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,17,1,2006.0,1,5,5,16,1.0580037188965508,1.1347321883624717,1,0,0,1,0,1,1
860,6608,6608,20348303,2034835,2034835,2011,2,5,1,4,2,2,5,1,1,1,2,3,5,5,5,1,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,1,2,1,3,177,1994,2,5,3,6,4,2,7,2,4,3,2,1994,14,1,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17,1,2004.0,0,5,2,12,-0.13308320318233066,0.4574168883523255,1,0,0,1,1,0,0
861,6619,6619,20350703,2035076,2035076,2011,1,4,1,1,1,4,5,1,2,5,2,2,5,4,5,1,1,3,-2,-2,-2,-2,-2,1,-2,-2,-2,3,2,1,3,174,1994,1,5,1,2,1,6,4,6,3,9,2,1994,14,1,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17,1,2004.0,0,7,6,18,1.6535471799359915,0.4574168883523255,1,0,0,1,0,1,0
862,6620,6620,20351403,2035149,2035149,2011,2,1,1,2,1,4,3,1,4,4,1,2,5,5,4,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,1,1,183,1994,3,3,5,2,6,4,6,5,3,9,1,1994,14,1,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,1,2004.0,0,3,6,12,-0.13308320318233066,-0.8972137116679668,0,0,0,1,0,0,0
863,6623,6623,20351502,2035157,2035157,2012,1,4,1,1,2,2,5,3,2,5,2,2,5,1,3,1,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,1,176,1995,3,3,1,7,2,6,4,6,3,7,2,1995,14,1,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,17,1,2005.0,0,7,1,11,-0.4308549337020511,-0.8972137116679668,1,0,0,1,0,1,1
864,6624,6624,20352002,2035203,2035203,2016,1,1,1,4,4,5,2,4,2,-1,2,4,5,5,5,2,1,3,-2,-2,-2,-2,-2,-2,-2,1,-2,2,2,0,1,186,1999,1,2,5,5,5,4,3,4,1,7,1,1999,14,1,3.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17,1,2009.0,1,3,3,8,-1.3241701252612121,-1.574529011678113,0,0,0,1,1,1,1
865,6629,6629,20352504,2035254,2035254,2012,1,1,1,1,1,4,4,2,3,1,1,1,4,2,4,1,1,3,-2,1,-2,-2,-2,1,-2,-2,-2,3,2,1,2,186,1995,3,5,3,6,5,4,2,5,2,8,1,1995,14,1,3.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2005.0,1,5,2,12,-0.13308320318233066,0.4574168883523255,0,0,0,1,0,1,1
866,6630,6630,20352505,2035254,2035254,2016,1,5,2,2,2,4,5,1,2,5,1,1,5,5,4,1,1,3,-2,-2,-2,-2,1,-2,-2,1,-2,3,2,1,1,176,1999,3,6,1,5,2,1,4,5,2,10,2,1999,14,1,3.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17,1,2009.0,1,7,3,16,1.0580037188965508,1.1347321883624717,1,0,0,1,0,1,1
867,6634,6634,20353005,2035300,2035300,2017,1,1,1,2,5,5,4,4,2,5,3,4,5,5,4,1,2,6,4,-2,-2,-2,-2,1,-2,1,-2,3,2,1,2,169,2000,2,2,5,5,5,6,1,2,3,8,2,2000,14,1,3.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,17,1,2010.0,1,3,3,8,-1.3241701252612121,-1.574529011678113,1,0,0,1,0,1,1
868,6644,6644,20354302,2035432,2035432,2017,1,3,2,4,2,2,2,4,4,1,1,1,4,3,3,2,1,3,-2,1,-2,-2,-2,-2,-2,1,-2,3,2,1,2,175,2000,3,6,3,-1,3,4,2,4,3,8,1,2000,14,1,3.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,17,1,2010.0,1,5,9,20,2.2490906409754325,1.1347321883624717,0,0,0,1,0,1,1
